Manufacturer name;Manufacturer part number;PAR part number;Product name;Vendor account;Last receipt date
PANDUIT;PLTIM-M2;881000106;Cable Tie 4in Red;HAR22;9/7/2022
PANDUIT;PLTIM-M59;881000111;Cable Tie 4in Fluorescent Pink;HAR22;10/20/2022
PANDUIT;PLTIM-M6;881000107;Cable Tie 4in Blue;HAR22;9/29/2022
PANDUIT;PLTIM-M7;881000108;Cable Tie 4in Purple;HAR22;5/10/2022
FLYTECH TECHNOLOGY CO. LTD;PN:3LEKPC60011C;988020303;Flytech Video Controller;;
Elo Touch Solutions, Inc.;POLE MOUNT TABLETOP STAND - E160104;920000125;FC Expo / Hospitality Mounts;;
BCM Adanced Research;POS15W-CRTGL-PR21;M9110-21;"PAR Phase: 15.6"" i5-1145G7E 16GB/256GB, 2x20VFD";BCM01;1/31/2023
Custom Business Solutions;POSSTAND w/BRACKET;542007601;Pos Stand With Brkt;;
BCM Advanced Research;POS-TGL-B01;980029736;Phase - Bracket, IO with EMI foam strip;;
BCM Adanced Research;POS-TGL-BC1;980029758;PAR Phase 15.6 Rear Customer Display  Blank Panel;;
BCM Advanced Research;POS-TGL-BOX;980029753;Phase - Carton;;
BCM Advanced Research;POS-TGL-C01;980029751;Phase - Cover, pivot, no display;;
BCM Advanced Research;POS-TGL-C02;980029750;Phase - Cover, Pedestal Top (with PAR logo);;
BCM Advanced Research;POS-TGL-C03;980029749;Phase - Cover, SDRAM / NVMe M.2 Access Door;;
BCM Advanced Research;POS-TGL-C04;980029748;Phase - Cover, IO with label affixed;;
BCM Advanced Research;POS-TGL-CB1;980029735;Phase - bracket, cable restraint;;
BCM Advanced Research;POS-TGL-CC1;980029728;Phase - Cable clip;;
BCM Advanced Research;POS-TGL-CS1;980029754;Phase - End Cap Set (Left and right);;
BCM Advanced Research;POS-TGL-DC1;980029730;Phase - dust cover, USB-C port;;
BCM Advanced Research;POS-TGL-DC2;980029729;Phase - dust cover, USB Feature Mount;;
BCM Advanced Research;POS-TGL-FT1;980029726;Phase - foot, screw on;;
BCM Advanced Research;POS-TGL-FT2;980029725;Phase - foot, tilt lock;;
BCM Advanced Research;POS-TGL-H01;980029732;"Phase - Hinge, 15.6"" Display Assembly";;
BCM Advanced Research;POS-TGL-H02;980029731;Phase - hinge cover;;
BCM Advanced Research;POS-TGL-LABL1;980029752;Phase - Label, IO Port;;
BCM Advanced Research;POS-TGL-LCD1;980029720;"LCD - 10.1"" AUO";;
BCM Advanced Research;POS-TGL-LCD2;980029718;"LCD - 15.6"" AUO";;
BCM Advanced Research;POS-TGL-PC1;980029734;Phase - pivot cover;;
BCM Advanced Research;POS-TGL-SCRW1;980029747;Screw - M1.5x5;;
BCM Advanced Research;POS-TGL-SCRW10;980029738;Screw - M3x13, zinc;;
BCM Advanced Research;POS-TGL-SCRW2;980029746;Screw - M2x5;;
BCM Advanced Research;POS-TGL-SCRW3;980029745;Screw - M2x6 Hi Lo;;
BCM Advanced Research;POS-TGL-SCRW4;980029744;Screw - M3x5 HiLo;;
BCM Advanced Research;POS-TGL-SCRW5;980029743;Screw - M3x7, HiLo;;
BCM Advanced Research;POS-TGL-SCRW6;980029742;Screw - M3x5;;
BCM Advanced Research;POS-TGL-SCRW7;980029741;Screw - M3x7;;
BCM Advanced Research;POS-TGL-SCRW8;980029740;Screw - M3x8;;
BCM Advanced Research;POS-TGL-SCRW9;980029739;Screw - M3x9;;
BCM Advanced Research;POS-TGL-SPKR;980029723;Phase - speaker assembly;;
BCM Advanced Research;POS-TGL-TOU;980029705;PHase - PCBA Touch Controller;;
BCM Advanced Research;POS-TGL-TOUP1;980029721;"Phase - LCD Touch Assembly, 10.1"" AUO";;
BCM Advanced Research;POS-TGL-TOUP2;980029719;"Phase - Touch Assy w/ Bezel, 15.6""";;
Leveler, LLC;PP3004A;363018801;4 - Port Power Conditioner;;
VERIFONE;PPL435-007-01-A;980022207;Privacy Shield;VER08;8/16/2021
OMNITRONIX CORP;PRADAPT100P;980028703;"""B"" Printer Centronics ICEE Extender";;
INGENICO;PRD30310878A;980028401;"2.8"" TN Display Contactless, EMV, USB, RS-232 Ethernet";ING06;2/10/2020
INGENICO;PRD30310878B;980028401;"2.8"" TN Display Contactless, EMV, USB, RS-232 Ethernet";ING06;2/10/2020
BCM Advanced Research;PR-DKB2;980029704;Phase - PCBA USB Feature Interface;;
PARAGON SERVICES TECHNOLOGIES;PR-MCD-77-CA;K4689-01;"Rack,Pc&Comp 77"" 5-Shelf Mcd";PAR75;1/26/2023
BCM Advanced Research;PR-TGLUW-1145G7E;980029702;Phase - PCBA Core i5 1147G7E;;
BCM Advanced Research;PR-TGLUW-6305E;980029701;Phase - PCBA Celeron 6305E;;
BCM Advanced Research;PR-USB;980029703;Phase - PCBA USB Hub, Display Assembly;;
Uninex International;PS09S-6;980028803;6 Outlet Power Strip;;
HONEYWELL;PS-12-1250W-A;980017102;Ac/Dc Power Supply M8132;;
POWER SONIC;PS-1250-F2;363015801;Battery 12v 5ah Lead Acid;AMA04;4/19/2022
POWER SONIC;PS-1250-F2;363015801;Battery 12v 5ah Lead Acid;NEW47;9/21/2020
POWER SONIC;PS-1290F2;980008504;Batt,12volt,9amp-Hour/20 Hr;AMA04;8/3/2022
OMNITRONICS;PS2/USB-ADPTR;988017710;B/B Adptr-Usb To Ps/2;OMN03;9/9/2020
BR METAL TECHNOLOGY, INC.;PSB-SAO;542012001;SAO Printer Shelf Kit McDonalds;;
BR METAL TECHNOLOGY, INC.;PSB-SAO;K5700-03B;SAO Printer Shelf Kit McDonalds;BRM01;3/1/2023
BR METAL TECHNOLOGY, INC.;PSCK;542012101;Printer Shelf Conversion Kit McDonalds;;
BR METAL TECHNOLOGY, INC.;PSCK;K5700-03C;Printer Shelf Conversion Kit McDonalds;BRM01;1/23/2023
Golden Pacific Electronics, Inc.;PSD-1250APL6A;78691152231;Power Supply, Battery Charger/Charging Station, Base Station;3MC01;2/10/2020
Golden Pacific Electronics, Inc.;PSD-1250APL6A;78691152231;Power Supply, Battery Charger/Charging Station, Base Station;ANS01;3/16/2023
PANDUIT;PSL-DCJB-BL;555001801;Rj45 Port Lock 10pk W/Key Blk;;
IEI INTERGRATION CORP;PT-004003201-RS;004003201;ES8100 MOTHERBOARD ASSY;ICP01;1/9/2020
IEI INTERGRATION CORP;PT-004003210-RS;004003210;Es8100 Motherboard Assy;ICP01;7/13/2022
IEI INTERGRATION CORP;PT-004003210-RS;004003210;Es8100 Motherboard Assy;PAR100;2/1/2023
IEI INTERGRATION CORP;PT-004003602-RS;004003602;Es8100 Video Bd Assy;ICP01;7/13/2022
IEI INTERGRATION CORP;PT-004003603-RS;004003603;ES8100 VIDEO BD ASSY;ICP01;1/31/2023
IEI INTERGRATION CORP;PT-004003603-RS;004003603;ES8100 VIDEO BD ASSY;PAR100;2/1/2023
IEI INTEGRATION CORP;PT-004003603-RS;004003603;ES8100 VIDEO BD ASSY;ICP01;1/31/2023
IEI INTEGRATION CORP;PT-004003603-RS;004003603;ES8100 VIDEO BD ASSY;PAR100;2/1/2023
IEI INTEGRATION CORP;PT-004004201-RS;004004201;"Es8100 7"" Video Bd Assy";ICP01;2/28/2023
IEI INTEGRATION CORP;PT-004004201-RS;004004201;"Es8100 7"" Video Bd Assy";PAR100;2/1/2023
IEI INTERGRATION CORP;PT-004004201-RS;004004201;"Es8100 7"" Video Bd Assy";ICP01;2/28/2023
IEI INTERGRATION CORP;PT-004004201-RS;004004201;"Es8100 7"" Video Bd Assy";PAR100;2/1/2023
IEI INTERGRATION CORP;PT-004029102-RS;004029102;T83xx Mother Bd Assy 3955u;ICP01;3/13/2023
IEI INTERGRATION CORP;PT-004029112-RS;004029112;T85xx Mother Bd Assy 6300u;ICP01;7/13/2022
IEI INTERGRATION CORP;PTC0-001987301-00-R10;001987301;Fru M7700 Cpu Chassis Assy;PAR100;2/1/2023
IEI INTERGRATION CORP;PTC0-001987330-00-R10;001987330;Fru M7200b Cpu Chassis Assy;;
IEI INTERGRATION CORP;PTC0-001987413-00-R10;001987413;Fru M7700b Scap Lcd Assy Black;ICP01;7/14/2021
IEI INTERGRATION CORP;PTC0-001987413-00-R10;001987413;Fru M7700b Scap Lcd Assy Black;PAR100;2/1/2023
IEI INTERGRATION CORP;PTC0-001987601-00-R10;001987601;Fru M7700 4lx20 Cust Disp;ICP01;12/30/2019
IEI INTEGRATION CORP;PTC0-001987912-00-R10;001987912;Fru M7700b Flt Res Bzl Black;ICP01;10/16/2019
IEI INTERGRATION CORP;PTC0-001987930-00-R10;001987930;Fru M7200b Bezel Resis Black;ICP01;11/11/2020
ICP;PTC-001986402-00-R10;001986402;Fru M7700 Fan;;
IEI INTERGRATION CORP;PTC0-F7342-R10;001986001;Assy F7342 Usb Msr;ICP01;9/28/2020
IEI INTERGRATION CORP;PTC0-K7022A-R10;K7022A;Kit M77xx Pnl Wall Mt W/Vesa;ICP01;10/19/2022
IEI INTEGRATION CORP;PTC-19000-000038-00-RS;980029518;M3716T Touch Bezel Assembly;;
IEI INTEGRATION CORP;PTC-19000-000039-00-RS;980029517;M3716 Front Bezel Assembly;;
IEI INTEGRATION CORP;PTC-19000-000040-00-RS;980029533;K3720: Cable Cover;;
IEI INTEGRATION CORP;PTC-19400-000062-00-RS;980029519;M3716/T Rear Cabinet;;
IEI INTERGRATION CORP;PTC-19500-000600-100-RS;980018650;Switch Power;ICP01;8/14/2020
IEI INTEGRATION CORP;PTC-19B00-000424-00-RS;980029534;K3720 Mounting Kit;;
ICP;PTC-19Z00-000482-00-RS;001964501;Support Int Tray;ICP01;10/15/2021
ICP;PTC-19Z00-000482-00-RS;001964601;Cover-Cable Int Tray;ICP01;10/18/2021
ICP;PTC-19Z00-000482-00-RS;001983301;M7000 Pedestal Cust Dspl Brkt;ICP01;5/7/2021
ICP;PTC-19Z00-000482-00-RS;235003501;Heatsink & Blower;;
ICP;PTC-19Z00-000482-00-RS;980018615;Screw M3 X 8 Pph W/Washer Blk;ICP01;8/27/2021
ICP;PTC-19Z00-000482-00-RS;980029504;M3720: 96W Power Supply;ICP01;1/17/2023
IEI INTERGRATION CORP;PTC-31603-00015-RS;980017901;Battery - Tmd;;
IEI INTEGRATION CORP;PTC-32005-001200-200-RS;C4823-01;"C/A Rj45/Db9-M 14.25""";ICP01;8/15/2022
IEI INTEGRATION CORP;PTC-32005-001200-200-RS;C4823-01;"C/A Rj45/Db9-M 14.25""";PAR100;10/25/2021
IEI INTEGRATION CORP;PTC-32005-001201-200-RS;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;CAB02;2/7/2022
IEI INTEGRATION CORP;PTC-32005-001201-200-RS;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;ICP01;2/27/2023
IEI INTEGRATION CORP;PTC-32005-001201-200-RS;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;PAR100;1/25/2022
IEI INTEGRATION CORP;PTC-32005-001201-200-RS;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;PTCB;2/21/2022
IEI INTEGRATION CORP;PTC-32012-002800-100-RS;980029514;M3716/T: HDMI Cable;;
CMI;PTC-32025-002400-200-RS;467030101;C/A 2 X 20 Futaba Vfd;ICP01;2/10/2023
WINS PRECISION (Full Value);PTC-32605-000600-200-RS;467029501;C/A Pos 7 Auo Backlight Led;;
ICP ELECTRONICS INC.;PTC-32701-000101-100-RS;F2350;Right angle Power Cord 8' - US Plug;POS36;3/3/2022
ICP ELECTRONICS INC.;PTC-32701-000101-100-RS;F2350;Right angle Power Cord 8' - US Plug;PTCB;2/21/2022
ICP ELECTRONICS INC.;PTC-32701-000101-100-RS;F2350;Right angle Power Cord 8' - US Plug;SPA11;3/21/2023
ICP Electronics;PTC-32701-000101-100-RS;F2350;Right angle Power Cord 8' - US Plug;POS36;3/3/2022
ICP Electronics;PTC-32701-000101-100-RS;F2350;Right angle Power Cord 8' - US Plug;PTCB;2/21/2022
ICP Electronics;PTC-32701-000101-100-RS;F2350;Right angle Power Cord 8' - US Plug;SPA11;3/21/2023
ICP Electronics;PTC-32701-000101-300-RS;F2350;Right angle Power Cord 8' - US Plug;POS36;3/3/2022
ICP Electronics;PTC-32701-000101-300-RS;F2350;Right angle Power Cord 8' - US Plug;PTCB;2/21/2022
ICP Electronics;PTC-32701-000101-300-RS;F2350;Right angle Power Cord 8' - US Plug;SPA11;3/21/2023
ICP ELECTRONICS INC.;PTC-32701-000101-300-RS;F2350;Right angle Power Cord 8' - US Plug;POS36;3/3/2022
ICP ELECTRONICS INC.;PTC-32701-000101-300-RS;F2350;Right angle Power Cord 8' - US Plug;PTCB;2/21/2022
ICP ELECTRONICS INC.;PTC-32701-000101-300-RS;F2350;Right angle Power Cord 8' - US Plug;SPA11;3/21/2023
IEI INTERGRATION CORP;PTC-32701-000101-300-RS;F2350;Right angle Power Cord 8' - US Plug;POS36;3/3/2022
IEI INTERGRATION CORP;PTC-32701-000101-300-RS;F2350;Right angle Power Cord 8' - US Plug;PTCB;2/21/2022
IEI INTERGRATION CORP;PTC-32701-000101-300-RS;F2350;Right angle Power Cord 8' - US Plug;SPA11;3/21/2023
IEI INTERGRATION CORP;PTC-32703-000200-100-RS;F2354;Pwr Cord 10'Ra Iec Uk/Sa/Hk/Ku;ICP01;11/22/2021
IEI INTERGRATION CORP;PTC-32703-000200-100-RS;F2354;Pwr Cord 10'Ra Iec Uk/Sa/Hk/Ku;POS36;5/5/2022
IEI INTERGRATION CORP;PTC-32703-000200-100-RS;F2354;Pwr Cord 10'Ra Iec Uk/Sa/Hk/Ku;PTCB;2/14/2022
IEI INTERGRATION CORP;PTC-32703-000200-100-RS;F2354;Pwr Cord 10'Ra Iec Uk/Sa/Hk/Ku;SPA11;5/19/2022
IEI INTERGRATION CORP;PTC-34100-000279-RS;980018642;Pad Heat Transfer Cpu;ICP01;10/23/2020
IEI INTERGRATION CORP;PTC-43008-0199C2-00-RS;001998802;Housing-M7000 Msr W/Identity;ICP01;9/28/2020
ICP;PTC-43102-0123C2-00-RS;001980801;M7000 Back Case;ICP01;8/16/2022
ICP;PTC-43111-0017C2-00-RS;001981601;M7000 Cover Hdd;ICP01;1/19/2023
ICP ELECTRONICS INC.;PTC-43118-0023C2-00-RS;001998301;Bushing-Plastic Screw;ICP01;8/10/2020
ICP ELECTRONICS INC.;PTC-44005-030083-RS;980018615;Screw M3 X 8 Pph W/Washer Blk;ICP01;8/27/2021
ICP Electronics;PTC-44010-030043-RS;980029507;M3720: Screw Black M3x4;;
ICP ELECTRONICS INC.;PTC-44013-030121-RS;980018637;Screw M3 X 12 Pfh;ICP01;2/3/2022
IEI INTEGRATION CORP;PTC-44045-030083-RS;980018680;Screw M3 X 8 Blk Phillips;ICP01;5/6/2021
IEI INTEGRATION CORP;PTC-44045-030083-RS;980018680;Screw M3 X 8 Blk Phillips;THR10;9/13/2022
IEI INTERGRATION CORP;PTC-44045-030083-RS;980018680;Screw M3 X 8 Blk Phillips;ICP01;5/6/2021
IEI INTERGRATION CORP;PTC-44045-030083-RS;980018680;Screw M3 X 8 Blk Phillips;THR10;9/13/2022
IEI INTERGRATION CORP;PTC-44402-030031-RS;980018671;M3x3 Pan Hd Blk Captive;ICP01;10/24/2022
ICP ELECTRONICS INC.;PTC-44402-030031-RS;980018671;M3x3 Pan Hd Blk Captive;ICP01;10/24/2022
IEI INTERGRATION CORP;PTC-46034-000200-RS;980018625;Retainer M7000 Captive Screw;ICP01;8/10/2020
IEI INTERGRATION CORP;PTC-47004-027401-00-RS;980018677;Gasket 4lx20 Disp To Base Back;ICP01;1/20/2023
IEI INTEGRATION CORP;PTC-52100-004091-RS;980029532;K3720 Touch Zone Legend (standard);;
ICP ELECTRONICS INC.;PTC-52400-H64501-07-RS;755048001;Label: 23x35 TMD Agency Rework Label;;
IEI INTERGRATION CORP;PTC63040-300005-010-RS;980017913;Ac-Dc Adapt Internat. Cradle;;
IEI INTEGRATION CORP;PT-CASH-DRAWER-BKT-R10;803002904;Kit,Undercounter Cash Dwr Bkt;SUZ02;1/19/2023
IEI INTERGRATION CORP;PTC-TMD-100-R30;M8936;Surecheck Tmd 2.0;ICP01;5/29/2020
ICP ELECTRONICS INC.;PTC-TMD-100-R30;M8936;Surecheck Tmd 2.0;ICP01;5/29/2020
ICP ELECTRONICS INC.;PT-KDS-BB-R10;K3720;PAR KDS Bump Bar;ICP01;1/26/2022
ICP Electronics;PT-KDS-BB-R10;K3720;PAR KDS Bump Bar;ICP01;1/26/2022
IEI INTEGRATION CORP;PT-KDS-BB-R11;K3720A;PAR KDS Bump Bar Kit;ICP01;3/2/2023
IEI INTEGRATION CORP;PT-KDS-BB-R12;K3720A;PAR KDS Bump Bar Kit;ICP01;3/2/2023
ICP Electronics;PT-KDS-BOX-AL-R10;M3720;PAR KDS Controller;ICP01;3/10/2023
ICP Electronics;PT-KDS-BOX-AL-R10;M3720;PAR KDS Controller;PTCB;11/23/2022
ICP ELECTRONICS INC.;PT-KDS-BOX-AL-R10;M3720;PAR KDS Controller;ICP01;3/10/2023
ICP ELECTRONICS INC.;PT-KDS-BOX-AL-R10;M3720;PAR KDS Controller;PTCB;11/23/2022
IEI INTEGRATION CORP;PT-KDS-BOX-AL-R11;M3720;PAR KDS Controller;ICP01;3/10/2023
IEI INTEGRATION CORP;PT-KDS-BOX-AL-R11;M3720;PAR KDS Controller;PTCB;11/23/2022
ICP ELECTRONICS INC.;PT-KDS-HANGER-R10;K3720-01;PAR KDS Hanger Kit: Controller & Monitor;ICP01;12/8/2022
ICP ELECTRONICS INC.;PT-KDS-HANGER-R10;K3720-01;PAR KDS Hanger Kit: Controller & Monitor;PTCB;11/23/2022
IEI INTEGRATION CORP;PT-KDS-HANGER-R11;K3720-01;PAR KDS Hanger Kit: Controller & Monitor;ICP01;12/8/2022
IEI INTEGRATION CORP;PT-KDS-HANGER-R11;K3720-01;PAR KDS Hanger Kit: Controller & Monitor;PTCB;11/23/2022
IEI INTEGRATION CORP;PT-KDS-MONITOR-W21/PC-R11;M3716T;"PAR KDS 21.5"" Touch LCD Monitor";ICP01;3/2/2023
ICP ELECTRONICS INC.;PT-KDS-MONITOR-W21_PC-R10;M3716T;"PAR KDS 21.5"" Touch LCD Monitor";ICP01;3/2/2023
IEI INTEGRATION CORP;PT-KDS-MONITOR-W21-R11;M3716;"PAR KDS 21.5"" LCD Monitor (no touch)";ICP01;2/16/2022
Premier Manufacturing Co.;PUCK ENCLOSER;152002001;Puck Housing and Lid -Black;;
MOXA;PWR-12125-USJP-S1;980025802;Ac Power Adapter 12v 1.25 Amp;;
VERIFONE;PWR132-001-01-C;363010904;Power Supply;VER08;9/13/2022
VERIFONE;PWR132-003-01-B;980026304;Power Supply;;
VERIFONE;PWR191-011-01-A;980029401;DC Power Supply (US);VER08;5/13/2021
VERIFONE;PWR435-001-01-A;980022206;DC Power Supply (US);VER08;3/7/2023
Zebra Technologies Corporation;PWR-WUA5V4W0US;980029101;Power Supply;;
DAKTECH COMPUTERS;PX880SA;980016910;Plextor Optical X 1.5;;
DAKTECH COMPUTERS;PX890SA;980016910;Plextor Optical X 1.5;;
DAKTECH COMPUTERS;PX891SA;980016910;Plextor Optical X 1.5;;
Golden Pacific Electronics, Inc.;PXX1516AWPL05;78802892832;Power Supply, Battery Charger;3MC01;1/22/2020
Golden Pacific Electronics, Inc.;PXX1516AWPL05;78802892832;Power Supply, Battery Charger;ALL05;8/17/2020
Golden Pacific Electronics, Inc.;PXX1516AWPL05;78802892832;Power Supply, Battery Charger;GOL01;10/15/2020
INTEL;QG82945MGE S LA9H;980016513;Chipset Ic S/N Brdg Fcbga 1466;;
GLOBETEK;Q-KIT-10 R;363017911;Ac Pins For 363017701;;
GLOBETEK;Q-NA     R;363017901;N/A Ac Pins For 363017701;;
BR METAL TECHNOLOGY, INC.;QR400;542004301;Yum Quick Release Plate;BRM01;7/13/2022
IEI INTERGRATION CORP;R125020BMAF0A5aR;980018627;Fan M7000 Cpu;ICP01;12/3/2019
Aruba  Hewlett Packard Enterprise Company;R8N86A#ABA;988023901;Arube 48 Port Switch;SYN10;11/23/2022
PANDUIT;RAF5EI-E;538000104;Duct,Surf R/A .5in E/I;SIM01;5/21/2021
PANDUIT;RAF5WH-E;538000604;Right Angle Fitting;HAR22;12/4/2019
Yageo;RC1206FR-0747RL;26102138786;RES 47 OHM 1/4W 1% 1206 SMD;;
Samsung;RC1608F3R0CS;26102141343;RES 3 Ohm 1/10 W 1% 0603;;
BR METAL TECHNOLOGY, INC.;RE300.2U;542010301;Recessed Bracket;BRM01;1/12/2023
BR METAL TECHNOLOGY, INC.;RE300.2U;K5603-02;Network Wall Mounted Cabinet;PTCB;2/21/2022
Rusell Industries;REC-209S-90DURO-NMB;544001601;Bumper,Rubber W/Washer Durd-75;RUS25;4/4/2022
Russell Industries;REC-209S-90DURO-NMB;544001601;Bumper,Rubber W/Washer Durd-75;RUS25;4/4/2022
BSQUARE;REU-00002;989009101;Microsoft ESU License - 1 year;ANN01;2/4/2022
BSQUARE;REV-00001;989009102;Microsoft ESU License - 2 year;;
IEI INTERGRATION CORP;RF7-2IV0;980018681;Rubber Pad 7mm Dia X 2mm Thk;ICP01;6/16/2022
Belkin International, Inc.;RFQ72012-03;C3620;C/A-Color Vga Ext M/M 5ft;CAB02;6/29/2021
Belkin International, Inc.;RFQ72012-03;C3620;C/A-Color Vga Ext M/M 5ft;CDW01;1/31/2023
Belkin International, Inc.;RFQ72012-04;C3621;Color VGA Extender Cable (Male to Male) - 10 foot;CAB02;3/10/2022
Belkin International, Inc.;RFQ72012-04;C3621;Color VGA Extender Cable (Male to Male) - 10 foot;CDW01;3/20/2023
Belkin International, Inc.;RFQ76282-01;C8600R;Usb Ptr Cble 2 Meters Rohs;CAB02;2/14/2023
Armak;RG-15;893000901;Tape,Filament 1 Inch;XTO01;11/28/2022
Jiashan Ren He Electronic Machinery Co., Ltd;RHPTZJ;K4850-02;Mounting Kit for M4850 Zero Client Device ZCD;PAR100;2/1/2023
Jiashan Ren He Electronic Machinery Co., Ltd;RHPTZJ-01;004078601;Extrusion, K4850-02 ZCD Mount;;
Jiashan Ren He Electronic Machinery Co., Ltd;RHPTZJ-02;004078701;Bracket, K4850-02 ZCD Mounting Kit;;
AMPHENOL INTERCONNECT PRODUCTS COMPANY;RJHSE-5384;26102167959;High Speed, RJ45, Modular Jack, 8 Position, 8 Contacts;;
Stackpole Electronics, Inc.;RMCF0603FT3R00;26102141343;RES 3 Ohm 1/10 W 1% 0603;;
Radius;RN - QR60GA-R1;755048201;QR Code Stickers #1-60 for Individual Sticker Golden Arch;RAD01;9/7/2021
Radius;RN - QR60USG-R1;755048202;QR Code Stickers #1-60 for Individual Sticker US Green;RAD01;9/7/2021
MS CASH DRAWERS;ROL-IN-19-B2.7;980012509;Roller On The Drawer;;
GLOBETEK;RR9LE5000LCPIMRVB(GTM91099-6015-3.0-T3A);363018501;Power Adptr Sca S Africa Only;;
BR METAL TECHNOLOGY, INC.;RS805;K8805-01;Rain Shield For K8805 Holder;BRM01;8/2/2021
BR METAL TECHNOLOGY, INC.;RS915;K8805-02;Rain Shield For K8805-08 Holder;BRM01;10/26/2020
JDR MICRO;RSP-2;182002001;Ptr A/B Switch Box Centronic F;CAB02;5/16/2022
JDR MICRO;RSP-2;182002001;Ptr A/B Switch Box Centronic F;CAB35;1/3/2023
Momentive Specialty Chemicals;RTV162 2.8 FL. OZ. Tube;504000802;Silicon Rtv-162-2.8 Oz Tube;XTO01;3/10/2021
Aaeon;RW-EMB-BSW1-A10-3060-TEC-004;7004723485;Mainboard - Mini-ITX, N3060;;
Aaeon;RW-EMB-BSW1-A10-3060-TEC-004;980030901;Mini ITX N3060 Board Flat Cable, Custom BIOS, Integr & Test;AVN01;2/14/2023
Mohawk Container;S.O.;850010701;R.S.C. 19.5 x 12 x 13 Generic Pack;ONE01;1/17/2023
ULINE;S-15756;881002101;"Self Grip Strap Blk 1/2""X75'";ULI01;4/25/2022
ULINE;S-19854;850033101;"Carton Rsc 32ect 14""X12""X8""";ULI01;4/19/2021
ULINE;S-2482P;34700701583;Foam Perf Roll 1/8 IN X 18 IN X 550 Ft;;
ULINE;S-4083;34703771971;"8 x 8 x 6"" Corrugated Box";;
ULINE;S-4154;850034101;Carton Rsc 200 18x6x4;ULI01;2/24/2023
KINGSTON;S4GBFB1333;980018004;Kingston 4gb Ddr3 Dimm 1333mhz;;
Microsoft;S5C-00011;989006501;Pos Ready 2009 Lic;ANN01;6/3/2022
Microsoft;S5C-00065;989006901;Win Emb Posready 7 License;ANN01;11/18/2022
Microsoft;S5C-00065;989007201;Win Emb Posready 7 License Mcd;ANN01;1/21/2022
THE SIEMON COMPANY;S66M1-50;423003601;66 Wiring Block;CDW01;7/13/2020
ULINE;S-8130;850032201;Cardboard Shipping Tube;ULI01;3/30/2022
Shenzhen NS-Tech Co., Ltd.;SA199720008A;C4823-01;"C/A Rj45/Db9-M 14.25""";ICP01;8/15/2022
Shenzhen NS-Tech Co., Ltd.;SA199720008A;C4823-01;"C/A Rj45/Db9-M 14.25""";PAR100;10/25/2021
Shenzhen NS-Tech Co., Ltd;SA199720008A;C4823-01;"C/A Rj45/Db9-M 14.25""";ICP01;8/15/2022
Shenzhen NS-Tech Co., Ltd;SA199720008A;C4823-01;"C/A Rj45/Db9-M 14.25""";PAR100;10/25/2021
Shenzhen NS-Tech Co., Ltd.;SA199720016A;467023701;"C/A Usb To 5pin 1.25mm 14""";;
Shenzhen NS-Tech Co., Ltd;SA199720019A;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;CAB02;2/7/2022
Shenzhen NS-Tech Co., Ltd;SA199720019A;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;ICP01;2/27/2023
Shenzhen NS-Tech Co., Ltd;SA199720019A;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;PAR100;1/25/2022
Shenzhen NS-Tech Co., Ltd;SA199720019A;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;PTCB;2/21/2022
Shenzhen NS-Tech Co., Ltd.;SA199720019A;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;CAB02;2/7/2022
Shenzhen NS-Tech Co., Ltd.;SA199720019A;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;ICP01;2/27/2023
Shenzhen NS-Tech Co., Ltd.;SA199720019A;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;PAR100;1/25/2022
Shenzhen NS-Tech Co., Ltd.;SA199720019A;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;PTCB;2/21/2022
Shenzhen NS-Tech Co., Ltd.;SA199720048A;467029501;C/A Pos 7 Auo Backlight Led;;
Atlantic ComputerTech, Inc;SB-006;182002001;Ptr A/B Switch Box Centronic F;CAB02;5/16/2022
Atlantic ComputerTech, Inc;SB-006;182002001;Ptr A/B Switch Box Centronic F;CAB35;1/3/2023
M&G Electronics Sales Corp;SB200B;115001802;SPEAKER SINGLE 8 OHM BLK PZA HUT;M&G01;10/28/2022
OMNITRONIX CORP;SBX-26024-B;980028702;USB A/B Switch Box;;
OMNITRONICS;SBX-26024-B-KNB/SCRW;980022402;Knob W/Screwdriver;OMN03;12/14/2022
Elo Touch Solutions, Inc.;SCN-SC-FLT15.0-004-004-R;001856020;"Tch Scrn Cap 15"" Rohs";MIC02;10/26/2020
Elo Touch Solutions, Inc.;SCN-SC-FLT15.0-004-004-R;001856020;"Tch Scrn Cap 15"" Rohs";TES01;6/2/2021
